,Axis1,Axis2,Axis3,waist_vm_15,waist_vm_60,waist_cpm,waist_vm_cpm,waist_ee,waist_intensity
5088,41,123,140,190.81404560461476,763.256182418459,164,644,0.1791655721120984,1
5089,12,151,217,264.6393772664983,1058.5575090659931,48,644,0.052438704032809286,1
5090,0,3,21,21.213203435596427,84.8528137423857,0,644,0.0,1
5091,0,136,98,167.6305461424021,670.5221845696084,0,644,0.0,1
5092,59,372,371,528.6832700209077,2114.7330800836307,236,3281,3.7508069972089837,1
5093,140,471,685,843.0100829764731,3372.0403319058923,560,3281,5.088581913147871,2
5094,337,568,830,1060.7040114942529,4242.8160459770115,1348,3281,6.0150872729195415,2
5095,158,532,643,849.3744757172775,3397.49790286911,632,3281,5.115668768652735,2
5096,115,253,315,420.0702322231367,1680.2809288925469,460,423,0.5025375803144224,1
5097,0,0,3,3.0,12.0,0,423,0.0,1
5098,0,0,0,0.0,0.0,0,423,0.0,1
5099,0,0,0,0.0,0.0,0,423,0.0,1
5100,29,185,190,266.76956348129374,1067.078253925175,116,2356,0.12672686807928912,1
5101,213,342,313,510.1980007800893,2040.792003120357,852,2356,0.9307869965823651,1
5102,296,365,409,622.9943819971413,2491.9775279885653,1184,2356,1.293488032809296,1
5103,306,711,562,956.5568461936803,3826.227384774721,1224,2356,1.337186952836637,2
5104,30,406,605,729.2194457089032,2916.877782835613,120,2955,4.604288960937093,2
5105,276,719,854,1149.9795650358315,4599.918260143326,1104,2955,6.395044028792499,2
5106,29,273,341,437.7796249256011,1751.1184997024045,116,2955,3.3639210836833593,1
5107,102,500,384,638.6391782532606,2554.5567130130426,408,2955,4.218779342645878,1
5108,100,299,448,547.8184005671952,2191.273602268781,400,1858,0.43698920027341076,1
5109,6,58,92,108.92199043352082,435.6879617340833,24,1858,0.026219352016404643,1
5110,12,228,121,258.3969814065172,1033.587925626069,48,1858,0.052438704032809286,1
5111,189,614,691,943.5030471598913,3774.012188639565,756,1858,0.8259095885167463,2
5112,13,132,56,143.97569239284803,575.9027695713921,52,1046,0.056808596035543404,1
5113,0,0,24,24.0,96.0,0,1046,0.0,1
5114,109,272,244,381.31483055344177,1525.259322213767,436,1046,0.47631822829801773,1
5115,86,384,304,497.26049511297396,1989.0419804518958,344,1046,0.3758107122351333,1
5116,158,217,531,594.9907562307166,2379.963024922866,632,1216,0.6904429364319891,1
5117,0,104,74,127.6401190848708,510.5604763394832,0,1216,0.0,1
5118,14,235,384,450.4186941058286,1801.6747764233144,56,1216,0.06117848803827751,1
5119,0,30,32,43.86342439892262,175.45369759569047,0,1216,0.0,1
5120,10,148,236,278.74719729532706,1114.9887891813082,40,962,0.04369892002734108,1
5121,8,92,235,252.49356427441867,1009.9742570976747,32,962,0.034959136021872866,1
5122,6,153,147,212.25927541570474,849.0371016628189,24,962,0.026219352016404643,1
5123,1,60,211,219.36727194365162,877.4690877746065,4,962,0.004369892002734108,1
5124,0,0,0,0.0,0.0,0,1009,0.0,1
5125,7,39,168,172.60938560808333,690.4375424323333,28,1009,0.030589244019138755,1
5126,110,372,316,500.33988447854125,2001.359537914165,440,1009,0.4806881203007519,1
5127,64,220,247,336.9050311289518,1347.6201245158072,256,1009,0.27967308817498293,1
5128,678,1077,1111,1689.3590500541914,6757.436200216765,2712,3627,8.690643117030639,3
5129,148,320,254,434.53423340399775,1738.136933615991,592,3627,3.350108697367415,1
5130,19,395,158,425.8520869973517,1703.4083479894068,76,3627,3.3131574822607304,1
5131,499,706,644,1078.0412793580772,4312.165117432309,1996,3627,6.088874684947979,2
5132,8,286,382,477.26722074745504,1909.0688829898202,32,4143,3.5319802915011698,1
5133,673,1004,882,1496.285066422839,5985.140265691356,2692,4143,7.868920242695604,2
5134,512,637,652,1045.474533405764,4181.898133623056,2048,4143,5.950270614174934,2
