,Axis1,Axis2,Axis3,waist_vm_15,waist_vm_60,waist_cpm,waist_vm_cpm,waist_ee,waist_intensity
77,0,19,21,28.319604517012593,113.27841806805037,0,191,0.0,1
78,0,55,49,73.66138744281159,294.64554977124635,0,191,0.0,1
79,0,29,47,55.226805085936306,220.90722034374522,0,191,0.0,1
80,0,43,60,73.81734213584231,295.26936854336924,0,225,0.0,1
81,0,25,52,57.697486947006624,230.7899477880265,0,225,0.0,1
82,0,0,4,4.0,16.0,0,225,0.0,1
83,0,45,78,90.0499861188218,360.1999444752872,0,225,0.0,1
84,0,17,51,53.75872022286245,215.0348808914498,0,88,0.0,1
85,0,0,0,0.0,0.0,0,88,0.0,1
86,0,2,6,6.324555320336759,25.298221281347036,0,88,0.0,1
87,0,27,10,28.792360097775937,115.16944039110375,0,88,0.0,1
88,0,0,0,0.0,0.0,0,210,0.0,1
89,21,101,163,192.9015292837255,771.606117134902,84,210,0.09176773205741626,1
90,0,5,17,17.72004514666935,70.8801805866774,0,210,0.0,1
91,0,0,0,0.0,0.0,0,210,0.0,1
92,0,7,18,19.313207915827967,77.25283166331187,0,67,0.0,1
93,0,0,0,0.0,0.0,0,67,0.0,1
94,0,23,38,44.41846462902562,177.67385851610248,0,67,0.0,1
95,0,4,0,4.0,16.0,0,67,0.0,1
96,0,52,97,110.05907504608605,440.2363001843442,0,220,0.0,1
97,0,0,35,35.0,140.0,0,220,0.0,1
98,0,0,0,0.0,0.0,0,220,0.0,1
99,0,26,71,75.61084578286372,302.4433831314549,0,220,0.0,1
100,0,0,24,24.0,96.0,0,1559,0.0,1
101,0,2,0,2.0,8.0,0,1559,0.0,1
102,80,255,188,326.7552600953809,1307.0210403815236,320,1559,0.34959136021872866,1
103,706,740,640,1206.4974098604605,4825.989639441842,2824,1559,3.08514375393028,2
104,1372,1073,576,1834.526914493216,7338.107657972864,5488,3860,9.308477548083129,3
105,753,1006,398,1318.1232871017794,5272.493148407118,3012,3860,7.110663709905174,2
106,135,361,339,513.2903661671432,2053.161464668573,540,3860,3.685294798407363,1
107,33,154,115,195.01282009139808,780.0512803655923,132,3860,2.3307055623089914,1
108,274,385,629,786.7286698729112,3146.9146794916446,1096,2586,4.849048218979111,2
109,262,413,530,721.1886022393865,2884.754408957546,1048,2586,4.57010969113083,2
110,85,184,500,539.5192304264974,2158.0769217059897,340,2586,3.796924844695174,1
111,137,281,439,538.9350610231255,2155.740244092502,548,2586,3.794438619714424,1
112,355,555,580,877.7528125844998,3511.011250337999,1420,2354,1.5513116609706086,2
113,139,251,319,429.0489482564897,1716.195793025959,556,2354,0.607414988380041,1
114,179,303,370,510.63685726747144,2042.5474290698858,716,2354,0.7822106684894052,1
115,213,274,410,537.163848374032,2148.655393496128,852,2354,0.9307869965823651,1
116,573,611,634,1050.526534648221,4202.106138592884,2292,3657,5.97177193146283,2
117,378,649,705,1030.1019367033537,4120.407746813415,1512,3657,5.884844842609474,2
118,788,781,533,1230.8509251733128,4923.403700693251,3152,3657,6.739232537537622,2
119,124,223,233,345.5343687681444,1382.1374750725777,496,3657,2.971325273477224,1
120,310,679,592,952.6830532763769,3810.7322131055075,1240,2574,5.555350074744262,2
121,379,313,652,816.5255660418724,3266.1022641674895,1516,2574,4.97586380907421,2
122,33,262,288,390.7390433524656,1562.9561734098625,132,2574,3.163716368508095,1
123,12,165,380,414.45023826751503,1657.8009530700601,48,2574,3.2646312140665446,1
124,55,284,597,663.3927946548711,2653.5711786194843,220,2630,4.324130734051132,1
125,5,60,109,124.52309022827855,498.0923609131142,20,2630,2.0307012720115543,1
126,266,333,659,784.8095310328488,3139.238124131395,1064,2630,4.840880364075805,2
127,475,682,654,1057.5750564380762,4230.300225752305,1900,2630,6.0017704402004535,2
128,1014,998,591,1540.6105932389275,6162.44237295571,4056,5809,8.057569684824877,2
129,623,617,578,1050.1914111246579,4200.765644498631,2492,5809,5.970345645746545,2
130,128,379,874,961.1976903842414,3844.7907615369654,512,5809,5.591588370275333,2
131,1500,1514,743,2257.0434200519935,9028.173680207974,6000,5809,11.106707795741283,3
132,1040,779,378,1353.2645713237305,5413.058285294922,4160,1534,4.544687682843471,2
133,0,0,42,42.0,168.0,0,1534,0.0,1
134,23,19,105,109.15585188161009,436.62340752644036,92,1534,0.1005075160628845,1
135,0,30,2,30.066592756745816,120.26637102698326,0,1534,0.0,1
136,224,404,296,548.6419597515305,2194.567839006122,896,6616,3.8357511807025153,1
137,1655,1483,673,2321.905036817828,9287.620147271313,6620,6616,11.382758836696677,3
138,1734,1582,615,2426.4593546977044,9705.837418790818,6936,6616,11.827742013593433,4
139,459,701,1019,1319.2585038573752,5277.034015429501,1836,6616,7.115495192416991,2
140,55,146,514,537.156401804912,2148.625607219648,220,2651,3.7868686460817065,1
141,532,216,984,1139.2699416731753,4557.079766692701,2128,2651,6.349463871761036,2
142,246,79,726,770.6056060008907,3082.422424003563,984,2651,4.7804284591397925,2
143,25,103,175,204.59472133953017,818.3788853581207,100,2651,2.3714861340210414,1
144,11,2,80,80.77747210701756,323.10988842807024,44,647,0.04806881203007519,1
145,74,0,4,74.10802925459562,296.4321170183825,296,647,0.323372008202324,1
146,61,126,41,145.86980496319313,583.4792198527725,244,647,0.26656341216678064,1
147,149,108,294,346.844345492326,1387.377381969304,596,647,0.6511139084073821,1
148,145,168,266,346.41737831696605,1385.6695132678642,580,1068,0.6336343403964456,1
