	Participant	Activity	OC_METs	TimeSec	Mean_AGhipX	Var_AGhipX	Mean_AGhipY	Var_AGhipY	Mean_AGhipZ	Var_AGhipZ
158	1	Test	1	4770	0.747	0.030625	0.544	0.042025	-0.064	0.062001
159	1	Test	1	4800	0.894	0.012544	0.337	0.025921	-0.235	0.021609
160	1	Test	1	4830	0.451	0.1225	0.667	0.077284	0.175	0.1089
161	1	Test	1	4860	0.7879999999999999	0.077284	0.344	0.066564	-0.14400000000000002	0.11424400000000001
162	1	Test	1	4890	0.593	0.13616099999999998	0.512	0.086436	0.043	0.156025
163	1	Test	1	4920	0.6579999999999999	0.154449	0.45399999999999996	0.07344099999999999	-0.026000000000000002	0.133225
164	1	Test	1	4950	0.917	0.0324	0.285	0.035720999999999996	-0.252	0.028561000000000003
165	1	Test	1	4980	0.851	0.055696	0.348	0.0576	-0.226	0.058080999999999994
166	1	Test	1	5010	0.78	0.07398400000000001	0.353	0.079524	-0.262	0.08468099999999999
167	1	Test	1	5040	0.8370000000000001	0.028561000000000003	0.228	0.040401	-0.419	0.046656
168	1	Test	1	5070	0.759	0.08065599999999999	0.364	0.093025	-0.239	0.093636
169	1	Test	1	5100	0.8290000000000001	0.040804	0.29600000000000004	0.049729	-0.35	0.053361
170	1	Test	1	5130	0.764	0.06451599999999999	0.386	0.0729	-0.165	0.1156
171	1	Test	1	5160	0.789	0.076176	0.321	0.079524	-0.253	0.093636
172	1	Test	1	5190	0.773	0.07398400000000001	0.368	0.07344099999999999	-0.21100000000000002	0.099856
173	1	Test	1	5220	0.8009999999999999	0.087616	0.317	0.059049000000000004	-0.19	0.100489
174	1	Test	1	5250	0.82	0.080089	0.3	0.063001	-0.275	0.08820900000000001
175	1	Test	1	5280	0.868	0.032041	0.34299999999999997	0.036864	-0.215	0.046225
176	1	Test	1	5310	0.799	0.106929	0.363	0.047524000000000004	-0.151	0.08468099999999999
177	1	Test	1	5340	0.8029999999999999	0.016384	0.47700000000000004	0.055225	-0.122	0.047089
178	1	Test	1	5370	0.799	0.029929	0.436	0.059536	-0.128	0.0676
179	1	Test	1	5400	0.91	0.003721	0.326	0.008648999999999999	-0.243	0.009216
180	1	Test	1	5430	0.91	0.0024010000000000004	0.349	0.010404	-0.198	0.005476
181	1	Test	1	5460	0.9520000000000001	0.000576	0.151	0.0009	-0.321	0.0008410000000000001
182	1	Test	1	5490	0.9670000000000001	0.0033640000000000002	0.158	0.009409	-0.19	0.017424000000000002
183	1	Test	1	5520	1.003	9e-06	0.09	2.5e-05	-0.094	0.00044100000000000004
184	1	Test	1	5550	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
185	1	Test	1	5580	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
186	1	Test	1	5610	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
187	1	Test	1	5640	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
188	1	Test	1	5670	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
189	1	Test	1	5700	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
190	1	Test	1	5730	1.004	0.0	0.08199999999999999	0.0	-0.078	0.0
191	1	Test	1	5760	0.973	0.019881	0.14400000000000002	0.024649	-0.124	0.027225
192	1	Test	1	5790	0.8420000000000001	0.017424000000000002	0.21100000000000002	0.061503999999999996	-0.45	0.036481
193	1	Test	1	5820	0.878	0.015625	0.331	0.022801	-0.287	0.034595999999999995
194	1	Test	1	5850	0.935	0.0169	0.237	0.018496000000000002	-0.28300000000000003	0.011236
195	1	Test	1	5880	0.9420000000000001	0.012544	0.21899999999999997	0.014641	-0.276	0.013688999999999998
196	1	Test	1	5910	0.9159999999999999	0.009216	0.185	0.015128999999999998	-0.37799999999999995	0.009604000000000001
197	1	Test	1	5940	0.927	0.010404	0.201	0.011025	-0.348	0.007568999999999999
198	1	Test	1	5970	0.932	0.041616	0.217	0.0256	-0.326	0.016128999999999998
199	1	Test	1	6000	0.871	0.013456000000000001	-0.054000000000000006	0.044944	-0.466	0.035720999999999996
200	1	Test	1	6030	0.7	0.0036	-0.191	0.003249	-0.737	0.003025
201	1	Test	1	6060	0.804	0.006561	-0.228	0.0256	-0.603	0.011236
202	1	Test	1	6090	0.867	0.002025	-0.196	0.0049	-0.535	0.0016809999999999998
203	1	Test	1	6120	0.7759999999999999	0.006561	-0.231	0.021315999999999998	-0.642	0.0121
204	1	Test	1	6150	0.8	0.006723999999999999	-0.242	0.004096	-0.614	0.010816
205	1	Test	1	6180	0.775	0.003249	-0.223	0.0017640000000000002	-0.657	0.0036
206	1	Test	1	6210	0.785	0.005625	-0.159	0.002809	-0.653	0.006084
207	1	Test	1	6240	0.807	0.007568999999999999	-0.185	0.012320999999999999	-0.619	0.009025
208	1	Test	1	6270	0.863	0.019881	-0.01	0.056169000000000004	-0.47200000000000003	0.040401
209	1	Test	1	6300	0.927	0.048841	0.196	0.033489	-0.361	0.018225
210	1	Test	1	6330	0.934	0.018225	0.174	0.011664	-0.353	0.012544
211	1	Test	1	6360	0.8809999999999999	0.0043560000000000005	0.289	0.033124	-0.271	0.044521
212	1	Test	1	6390	0.9259999999999999	0.001521	0.11599999999999999	0.003481	-0.40700000000000003	0.002809
213	1	Test	1	6420	0.941	0.0053289999999999995	0.17300000000000001	0.007921	-0.33	0.0081
214	1	Test	1	6450	0.9470000000000001	4.9e-05	0.203	0.000625	-0.28800000000000003	0.0008410000000000001
215	1	Test	1	6480	0.9390000000000001	0.000676	0.196	0.001225	-0.318	0.003721
216	1	Test	1	6510	0.941	0.017424000000000002	0.162	0.011025	-0.336	0.007921
217	1	Test	1	6540	0.941	0.043681	0.18100000000000002	0.034969	-0.317	0.018496000000000002
218	1	Test	1	6570	0.821	0.007056000000000001	-0.16699999999999998	0.018225	-0.564	0.030976
219	1	Test	1	6600	0.726	0.0049	-0.16399999999999998	0.0049	-0.713	0.005476
220	1	Test	1	6630	0.716	0.011025	-0.14300000000000002	0.006084	-0.727	0.010816
221	1	Test	1	6660	0.696	0.004761	-0.20199999999999999	0.0016	-0.746	0.005476
222	1	Test	1	6690	0.755	0.0053289999999999995	-0.10300000000000001	0.005776	-0.693	0.006241
223	1	Test	1	6720	0.672	0.007396	-0.179	0.0081	-0.769	0.006084
224	1	Test	1	6750	0.6859999999999999	0.002601	-0.124	0.001296	-0.758	0.002025
225	1	Test	1	6780	0.767	0.005184	-0.185	0.023104	-0.669	0.009216
226	1	Test	1	6810	0.746	0.002809	-0.228	0.0009	-0.6859999999999999	0.002916
227	1	Test	1	6840	0.774	0.001849	-0.159	0.0046240000000000005	-0.669	0.0016809999999999998
228	1	Test	1	6870	0.6859999999999999	0.0050409999999999995	-0.161	0.005476	-0.76	0.0053289999999999995
229	1	Test	1	6900	0.7140000000000001	0.0053289999999999995	-0.18	0.009216	-0.7290000000000001	0.006561
230	1	Test	1	6930	0.657	0.011881000000000001	-0.135	0.0169	-0.7859999999999999	0.01
231	1	Test	1	6960	0.6659999999999999	0.012544	-0.122	0.010201	-0.7809999999999999	0.012996
232	1	Test	1	6990	0.682	0.0081	-0.172	0.019321	-0.757	0.007744
233	1	Test	1	7020	0.672	0.0043560000000000005	-0.244	0.009216	-0.7559999999999999	0.007568999999999999
234	1	Test	1	7050	0.73	0.007396	-0.172	0.0053289999999999995	-0.7120000000000001	0.009025
235	1	Test	1	7080	0.774	0.016128999999999998	-0.128	0.022201	-0.615	0.044521
236	1	Test	1	7110	0.9059999999999999	0.018769	0.295	0.029241000000000003	-0.18600000000000003	0.043264
237	1	Test	1	7140	0.915	0.009604000000000001	0.3	0.016384	-0.258	0.006723999999999999
238	1	Test	1	7170	0.9079999999999999	0.031684	0.312	0.036864	-0.244	0.013456000000000001
239	1	Test	1	7200	0.9420000000000001	0.035344	0.165	0.019321	-0.331	0.014161000000000002
240	1	Test	1	7230	0.953	0.026569	0.153	0.0144	-0.301	0.009216
241	1	Test	1	7260	0.861	0.042436	-0.028999999999999998	0.061009	-0.461	0.053824000000000004
242	1	Test	1	7290	0.733	0.0039689999999999994	-0.2	0.007056000000000001	-0.703	0.0039689999999999994
243	1	Test	1	7320	0.7070000000000001	0.0049	-0.209	0.007921	-0.73	0.005184
244	1	Test	1	7350	0.71	0.0049	-0.218	0.006084	-0.7190000000000001	0.005929
245	1	Test	1	7380	0.762	0.006889	-0.09	0.012320999999999999	-0.698	0.009801
246	1	Test	1	7410	0.653	0.012320999999999999	-0.19	0.009801	-0.775	0.011448999999999999
247	1	Test	1	7440	0.6940000000000001	0.012996	-0.124	0.007921	-0.757	0.013225
248	1	Test	1	7470	0.677	0.0064	-0.182	0.017956	-0.762	0.005184
249	1	Test	1	7500	0.7140000000000001	0.001849	-0.13	0.0050409999999999995	-0.741	0.003249
250	1	Test	1	7530	0.6609999999999999	0.001849	-0.156	0.004096	-0.782	0.001225
251	1	Test	1	7560	0.64	0.0043560000000000005	-0.217	0.0043560000000000005	-0.789	0.004489
252	1	Test	1	7590	0.708	0.001521	-0.155	0.000529	-0.741	0.001521
253	1	Test	1	7620	0.737	0.0064	-0.11599999999999999	0.006241	-0.718	0.005929
254	1	Test	1	7650	0.73	0.007921	-0.185	0.004225	-0.706	0.010404
255	1	Test	1	7680	0.778	0.009216	-0.188	0.008281	-0.654	0.01
256	1	Test	1	7710	0.75	0.002704	-0.17800000000000002	0.0025	-0.6890000000000001	0.002916
257	1	Test	1	7740	0.787	6.4e-05	-0.192	9e-06	-0.647	8.1e-05
258	1	Test	1	7770	0.736	0.000625	-0.18899999999999997	0.000256	-0.7070000000000001	0.0009609999999999999
259	1	Test	1	7800	0.725	0.000225	-0.187	0.000169	-0.722	0.000484
260	1	Test	1	7830	0.732	6.4e-05	-0.204	1.6e-05	-0.705	6.4e-05
261	1	Test	1	7860	0.727	0.0	-0.19899999999999998	0.0	-0.7070000000000001	0.0
262	1	Test	1	7890	0.733	0.000121	-0.203	3.6e-05	-0.703	0.000144
263	1	Test	1	7920	0.753	0.0033640000000000002	-0.192	0.0024010000000000004	-0.68	0.0046240000000000005
264	1	Test	1	7950	0.784	0.008648999999999999	-0.161	0.004225	-0.647	0.009025
265	1	Test	1	7980	0.6779999999999999	0.0121	-0.16899999999999998	0.007744	-0.7659999999999999	0.011448999999999999
266	1	Test	1	8010	0.8290000000000001	0.004489	-0.198	0.003136	-0.5920000000000001	0.007396
267	1	Test	1	8040	0.902	0.047961000000000004	0.122	0.061009	-0.35100000000000003	0.0529
268	1	Test	1	8070	0.941	0.006084	0.141	0.007921	-0.348	0.006889
269	1	Test	1	8100	0.9209999999999999	0.002601	0.19699999999999998	0.018769	-0.321	0.017956
270	1	Test	1	8130	0.925	0.000529	0.111	0.001849	-0.413	0.001296
271	1	Test	1	8160	0.953	0.001521	0.106	0.000676	-0.315	0.011881000000000001
272	1	Test	1	8190	0.9309999999999999	0.001936	0.099	0.001444	-0.381	0.014641
273	1	Test	1	8220	0.9109999999999999	0.000361	0.11800000000000001	0.001225	-0.44299999999999995	0.000625
274	1	Test	1	8250	0.932	0.000324	0.127	0.0011560000000000001	-0.389	0.002025
275	1	Test	1	8280	0.932	0.0009609999999999999	0.16399999999999998	0.0046240000000000005	-0.35100000000000003	0.007396
276	1	Test	1	8310	0.924	0.000196	0.12	0.000676	-0.414	0.001024
277	1	Test	1	8340	0.938	0.0	0.141	0.0	-0.379	0.0
278	1	Test	1	8370	0.943	0.0004	0.091	0.003481	-0.379	0.000676
279	1	Test	1	8400	0.898	0.000576	0.102	0.0049	-0.467	0.002116
280	1	Test	1	8430	0.875	0.0009609999999999999	0.055	0.0024010000000000004	-0.525	0.002025
281	1	Test	1	8460	0.905	0.018496000000000002	0.067	0.010816	-0.46	0.012544
282	1	Test	1	8490	0.898	0.042025	-0.008	0.047089	-0.418	0.039601
283	1	Test	1	8520	0.805	0.007744	-0.18600000000000003	0.006889	-0.6	0.021025
284	1	Test	1	8550	0.737	0.003481	-0.20600000000000002	0.004225	-0.698	0.0043560000000000005
285	1	Test	1	8580	0.644	0.005476	-0.193	0.0038439999999999998	-0.79	0.006889
286	1	Test	1	8610	0.625	0.003721	-0.187	0.0009	-0.813	0.003721
