	Participant	Activity	OC_METs	TimeSec	Mean_AGhipX	Var_AGhipX	Mean_AGhipY	Var_AGhipY	Mean_AGhipZ	Var_AGhipZ
608	1	Test	1	18270	1.01	2.5e-05	-0.04	6.4e-05	-0.11	0.000361
609	1	Test	1	18300	1.015	9e-06	-0.036000000000000004	9e-06	-0.106	3.6e-05
610	1	Test	1	18330	1.012	3.6e-05	-0.033	3.6e-05	-0.121	0.0009609999999999999
611	1	Test	1	18360	1.013	1.6e-05	-0.039	2.5e-05	-0.096	0.0001
612	1	Test	1	18390	1.013	3.6e-05	-0.04	4.9e-05	-0.094	0.0011560000000000001
613	1	Test	1	18420	1.006	3.6e-05	-0.036000000000000004	0.0001	-0.154	0.000676
614	1	Test	1	18450	1.005	4.9e-05	-0.039	0.0001	-0.157	0.001369
615	1	Test	1	18480	1.005	3.6e-05	-0.038	8.1e-05	-0.16699999999999998	0.000324
616	1	Test	1	18510	1.008	8.1e-05	-0.035	0.000169	-0.114	0.005184
617	1	Test	1	18540	1.016	0.0	-0.035	0.0	-0.059000000000000004	0.0
618	1	Test	1	18570	1.015	9e-06	-0.039	3.6e-05	-0.052000000000000005	0.000121
619	1	Test	1	18600	1.012	9e-06	-0.05	4e-06	-0.023	0.000169
620	1	Test	1	18630	1.012	0.0	-0.051	0.0	-0.008	0.0
621	1	Test	1	18660	1.008	3.6e-05	-0.031	8.1e-05	-0.135	0.001225
622	1	Test	1	18690	1.008	3.6e-05	-0.04	8.1e-05	-0.131	0.00028900000000000003
623	1	Test	1	18720	1.008	3.6e-05	-0.043	6.4e-05	-0.135	0.000676
624	1	Test	1	18750	1.0070000000000001	0.000121	-0.042	0.0004	-0.14	0.0016
625	1	Test	1	18780	1.006	0.0001	-0.065	0.000324	-0.151	0.001369
626	1	Test	1	18810	1.008	4.9e-05	-0.059000000000000004	6.4e-05	-0.134	0.000529
627	1	Test	1	18840	1.011	9e-06	-0.053	3.6e-05	-0.106	2.5e-05
628	1	Test	1	18870	1.0090000000000001	4.9e-05	-0.05	0.000324	-0.11599999999999999	0.000576
629	1	Test	1	18900	1.0090000000000001	3.6e-05	-0.025	4.9e-05	-0.124	0.000361
630	1	Test	1	18930	1.011	4.9e-05	-0.031	0.000144	-0.086	0.000676
631	1	Test	1	18960	1.0090000000000001	2.5e-05	-0.026000000000000002	4.9e-05	-0.094	0.000625
632	1	Test	1	18990	1.0070000000000001	0.0001	0.008	0.001936	-0.021	0.0046240000000000005
633	1	Test	1	19020	1.0090000000000001	8.1e-05	-0.003	0.000484	0.015	0.001024
634	1	Test	1	19050	1.003	0.0001	-0.025	0.000144	-0.17300000000000001	0.003136
635	1	Test	1	19080	1.008	3.6e-05	-0.032	0.000529	-0.11699999999999999	0.003136
636	1	Test	1	19110	1.006	3.6e-05	-0.011000000000000001	0.0011560000000000001	-0.11800000000000001	0.0049
637	1	Test	1	19140	1.005	4.9e-05	-0.036000000000000004	8.1e-05	-0.161	0.0009609999999999999
638	1	Test	1	19170	1.0070000000000001	4.9e-05	-0.04	8.1e-05	-0.147	0.000676
639	1	Test	1	19200	1.003	2.5e-05	-0.038	4.9e-05	-0.18	0.000529
640	1	Test	1	19230	1.0070000000000001	1.6e-05	-0.025	0.000484	-0.133	0.001936
641	1	Test	1	19260	1.005	3.6e-05	-0.013000000000000001	0.000625	-0.13699999999999998	0.0036
642	1	Test	1	19290	1.006	2.5e-05	-0.037000000000000005	6.4e-05	-0.156	0.0009
643	1	Test	1	19320	1.005	1.6e-05	-0.031	8.1e-05	-0.166	0.000484
644	1	Test	1	19350	1.0070000000000001	4e-06	-0.034	9e-06	-0.16699999999999998	1.6e-05
645	1	Test	1	19380	1.008	4e-06	-0.035	9e-06	-0.14800000000000002	0.0009
646	1	Test	1	19410	1.0070000000000001	2.5e-05	-0.036000000000000004	4.9e-05	-0.071	0.000484
647	1	Test	1	19440	1.012	1e-06	-0.047	1e-06	-0.034	9e-06
648	1	Test	1	19470	1.004	0.000256	-0.004	0.002809	0.01	0.009025
649	1	Test	1	19500	0.9740000000000001	0.0081	0.135	0.023716	0.07200000000000001	0.011664
650	1	Test	1	19530	0.9590000000000001	0.045369	0.17800000000000002	0.043264	0.002	0.039601
651	1	Test	1	19560	0.976	0.0050409999999999995	0.09	0.008464	-0.20800000000000002	0.021315999999999998
652	1	Test	1	19590	0.917	0.023716	0.133	0.020449000000000002	-0.34299999999999997	0.042436
653	1	Test	1	19620	0.893	0.0004	0.054000000000000006	0.000144	-0.494	0.001296
654	1	Test	1	19650	0.895	0.000225	0.028999999999999998	0.000144	-0.49700000000000005	0.000729
655	1	Test	1	19680	0.878	0.000121	0.012	2.5e-05	-0.529	0.000361
656	1	Test	1	19710	0.875	0.000324	0.023	0.000196	-0.5329999999999999	0.0009609999999999999
657	1	Test	1	19740	0.8740000000000001	0.00028900000000000003	0.045	0.000576	-0.531	0.000676
658	1	Test	1	19770	0.895	0.018225	0.185	0.0484	-0.325	0.042849
659	1	Test	1	19800	0.929	0.0039689999999999994	0.23	0.007568999999999999	0.171	0.032041
660	1	Test	1	19830	0.9740000000000001	0.002916	0.08800000000000001	0.025281	0.092	0.020449000000000002
661	1	Test	1	19860	0.982	0.007396	0.009000000000000001	0.016384	-0.177	0.0361
662	1	Test	1	19890	0.9790000000000001	0.000225	-0.028999999999999998	0.001024	-0.29100000000000004	0.001296
663	1	Test	1	19920	0.996	0.017689	0.024	0.016384	-0.17800000000000002	0.016641
664	1	Test	1	19950	0.995	0.01	0.039	0.008648999999999999	-0.185	0.011236
665	1	Test	1	19980	0.987	0.008281	0.03	0.011448999999999999	-0.201	0.022801
666	1	Test	1	20010	1.003	0.006084	0.004	0.009025	-0.14800000000000002	0.01
667	1	Test	1	20040	1.006	0.011236	0.005	0.010816	-0.08199999999999999	0.015625
668	1	Test	1	20070	0.9990000000000001	0.0081	0.05	0.009025	-0.157	0.007744
669	1	Test	1	20100	0.998	0.006889	0.052000000000000005	0.012320999999999999	-0.09699999999999999	0.013924
670	1	Test	1	20130	0.996	0.0017640000000000002	-0.025	0.0039689999999999994	-0.20800000000000002	0.006084
671	1	Test	1	20160	1.004	0.012544	-0.015	0.008281	-0.138	0.010609
672	1	Test	1	20190	0.9990000000000001	0.0033640000000000002	0.011000000000000001	0.006561	-0.16	0.007568999999999999
673	1	Test	1	20220	0.965	0.023104	0.095	0.022201	-0.031	0.045369
674	1	Test	1	20250	0.992	0.012320999999999999	0.08199999999999999	0.019881	-0.071	0.0169
675	1	Test	1	20280	0.991	0.006241	0.099	0.017689	-0.03	0.017161000000000003
676	1	Test	1	20310	1.004	4.9e-05	0.061	0.0033640000000000002	-0.021	0.004225
677	1	Test	1	20340	0.978	0.014161000000000002	0.11	0.026895999999999996	0.025	0.036481
678	1	Test	1	20370	0.987	0.020736	0.08	0.033856	-0.08800000000000001	0.030275999999999997
679	1	Test	1	20400	0.997	0.012768999999999999	-0.006	0.0196	-0.151	0.018496000000000002
680	1	Test	1	20430	1.001	0.000361	0.053	0.0050409999999999995	-0.138	0.003481
681	1	Test	1	20460	0.992	0.007744	0.08	0.019321	-0.102	0.012544
682	1	Test	1	20490	0.997	0.003136	0.09300000000000001	0.009409	-0.111	0.0064
683	1	Test	1	20520	0.99	0.0064	0.115	0.014884	-0.07	0.016384
684	1	Test	1	20550	0.995	0.010816	0.10400000000000001	0.013924	-0.057	0.0144
685	1	Test	1	20580	1.003	0.011236	0.06	0.011236	-0.078	0.012544
686	1	Test	1	20610	0.972	0.007056000000000001	0.109	0.024964	-0.106	0.033856
687	1	Test	1	20640	0.998	0.004489	-0.028999999999999998	0.016128999999999998	-0.069	0.020163999999999998
688	1	Test	1	20670	1.0070000000000001	0.000196	-0.021	0.003249	-0.125	0.003721
689	1	Test	1	20700	1.002	0.001369	0.002	0.008464	-0.138	0.006241
690	1	Test	1	20730	0.993	0.017689	0.098	0.019881	-0.047	0.028561000000000003
691	1	Test	1	20760	0.8959999999999999	0.058564	0.07	0.0256	0.099	0.1369
692	1	Test	1	20790	0.276	0.013688999999999998	-0.008	0.006561	0.924	0.001444
693	1	Test	1	20820	0.21899999999999997	0.0039689999999999994	-0.023	0.002809	0.946	0.000196
694	1	Test	1	20850	0.193	0.0038439999999999998	0.0	0.003481	0.951	0.000169
695	1	Test	1	20880	0.632	0.06916900000000001	-0.146	0.042849	0.578	0.1225
696	1	Test	1	20910	0.9259999999999999	0.000225	-0.451	0.000361	-0.006	0.005184
697	1	Test	1	20940	0.9229999999999999	0.000625	-0.44	0.0008410000000000001	-0.032	0.021904
698	1	Test	1	20970	0.9009999999999999	0.000676	-0.486	0.0025	0.018000000000000002	0.009216
699	1	Test	1	21000	0.889	0.000225	-0.488	0.000324	-0.19	0.010404
700	1	Test	1	21030	0.8859999999999999	0.0008410000000000001	-0.507	0.001444	-0.136	0.01
701	1	Test	1	21060	0.883	0.000196	-0.519	0.000196	-0.12	0.006889
702	1	Test	1	21090	0.84	0.006723999999999999	-0.493	0.016384	-0.09	0.08468099999999999
703	1	Test	1	21120	0.9059999999999999	0.0049	-0.433	0.004489	0.065	0.036481
704	1	Test	1	21150	0.893	0.000576	-0.495	0.000784	0.0	0.018496000000000002
705	1	Test	1	21180	0.888	0.000256	-0.522	0.000324	-0.028999999999999998	0.0036
706	1	Test	1	21210	0.883	0.000729	-0.474	0.000625	0.183	0.0036
707	1	Test	1	21240	0.897	0.00028900000000000003	-0.47600000000000003	0.000576	0.128	0.0017640000000000002
708	1	Test	1	21270	0.8909999999999999	0.000324	-0.46399999999999997	0.00044100000000000004	0.175	0.0033640000000000002
709	1	Test	1	21300	0.8909999999999999	0.000784	-0.494	0.000676	0.064	0.013924
710	1	Test	1	21330	0.898	0.055225	-0.145	0.134689	0.136	0.06350399999999999
711	1	Test	1	21360	0.61	0.1089	0.066	0.087025	0.55	0.10956099999999999
712	1	Test	1	21390	0.9009999999999999	0.002209	-0.32	0.005476	0.298	0.014884
713	1	Test	1	21420	0.924	0.001936	-0.34600000000000003	0.006084	0.175	0.0289
714	1	Test	1	21450	0.975	0.000225	-0.303	0.000625	0.046	0.005929
715	1	Test	1	21480	0.9620000000000001	0.000225	-0.35200000000000004	0.000529	-0.091	0.008836
716	1	Test	1	21510	0.912	0.0011560000000000001	-0.401	0.000625	0.04	0.060025
717	1	Test	1	21540	0.907	0.0011560000000000001	-0.419	0.00044100000000000004	0.18100000000000002	0.0121
718	1	Test	1	21570	0.9490000000000001	0.0009609999999999999	-0.36700000000000005	0.005184	-0.002	0.021025
719	1	Test	1	21600	0.9570000000000001	0.001024	-0.335	0.008836	-0.038	0.020163999999999998
720	1	Test	1	21630	0.903	0.001521	-0.418	0.0011560000000000001	0.122	0.042849
721	1	Test	1	21660	0.887	0.008464	-0.326	0.014884	0.20600000000000002	0.076176
722	1	Test	1	21690	0.925	0.004225	-0.349	0.004225	0.045	0.06708099999999999
723	1	Test	1	21720	0.893	0.040804	-0.147	0.070756	0.265	0.033124
724	1	Test	1	21750	-0.079	0.11289600000000001	0.447	0.009025	0.782	0.012996
725	1	Test	1	21780	0.7909999999999999	0.10956099999999999	0.212	0.043264	0.377	0.053824000000000004
726	1	Test	1	21810	0.991	0.000529	0.038	0.0039689999999999994	-0.075	0.033856
727	1	Test	1	21840	0.992	0.004096	0.062	0.011236	-0.166	0.011448999999999999
728	1	Test	1	21870	0.981	0.007744	0.052000000000000005	0.011236	-0.254	0.0081
729	1	Test	1	21900	0.966	0.00044100000000000004	0.035	0.0009	-0.335	0.0011560000000000001
730	1	Test	1	21930	0.956	0.002116	0.053	0.0053289999999999995	-0.33299999999999996	0.011881000000000001
731	1	Test	1	21960	0.996	0.0016809999999999998	-0.033	0.014641	0.002	0.018769
732	1	Test	1	21990	1.002	6.4e-05	-0.12	0.001296	0.077	0.004096
733	1	Test	1	22020	0.97	0.007396	0.009000000000000001	0.039204	0.028999999999999998	0.040804
734	1	Test	1	22050	0.997	4.9e-05	-0.16699999999999998	8.1e-05	-0.175	0.0017640000000000002
735	1	Test	1	22080	0.995	0.000121	-0.171	0.000529	-0.17300000000000001	0.0039689999999999994
736	1	Test	1	22110	1.004	0.000169	-0.128	0.002809	-0.018000000000000002	0.010816
737	1	Test	1	22140	1.001	0.000144	-0.159	0.001521	-0.11599999999999999	0.005776
738	1	Test	1	22170	0.995	0.000144	-0.177	0.000576	-0.177	0.0024010000000000004
739	1	Test	1	22200	1.005	9e-06	-0.16699999999999998	8.1e-05	-0.07200000000000001	0.0010890000000000001
740	1	Test	1	22230	0.996	0.000256	-0.179	0.0016809999999999998	-0.145	0.005929
741	1	Test	1	22260	1.003	8.1e-05	-0.163	0.000625	-0.11900000000000001	0.003136
742	1	Test	1	22290	1.002	0.000225	-0.177	0.0017640000000000002	-0.08	0.0038439999999999998
743	1	Test	1	22320	1.004	0.0001	-0.17	0.000729	-0.051	0.005776
744	1	Test	1	22350	0.9590000000000001	0.0009	-0.081	0.001225	0.27399999999999997	0.007568999999999999
745	1	Test	1	22380	0.99	0.0009	-0.11699999999999999	0.0036	0.136	0.007744
746	1	Test	1	22410	1.005	0.000121	-0.134	0.002601	0.006	0.0046240000000000005
747	1	Test	1	22440	0.9790000000000001	0.000324	-0.10300000000000001	0.001225	0.20600000000000002	0.005476
748	1	Test	1	22470	0.9740000000000001	0.000121	-0.09	0.000676	0.23199999999999998	0.001849
749	1	Test	1	22500	0.963	0.000121	-0.109	0.000361	0.271	0.0009
750	1	Test	1	22530	0.965	0.000225	-0.129	0.000529	0.253	0.002304
751	1	Test	1	22560	0.97	0.000121	-0.151	0.000625	0.228	0.002116
752	1	Test	1	22590	0.9640000000000001	0.0001	-0.162	0.000144	0.249	0.0009
753	1	Test	1	22620	0.965	0.000529	-0.149	0.000169	0.24100000000000002	0.0064
754	1	Test	1	22650	0.9540000000000001	0.000121	-0.159	0.000144	0.281	0.001024
755	1	Test	1	22680	0.9490000000000001	0.000169	-0.14800000000000002	0.00028900000000000003	0.3	0.0011560000000000001
756	1	Test	1	22710	0.9790000000000001	0.000225	-0.129	0.000576	0.195	0.0043560000000000005
757	1	Test	1	22740	0.965	4.9e-05	-0.124	1.6e-05	0.262	0.000529
758	1	Test	1	22770	0.9359999999999999	0.000625	-0.1	0.0024010000000000004	0.335	0.0033640000000000002
759	1	Test	1	22800	0.8859999999999999	0.006723999999999999	0.099	0.048841	0.353	0.012544
760	1	Test	1	22830	0.986	0.008281	0.098	0.007396	0.11599999999999999	0.013924
761	1	Test	1	22860	0.889	0.11088900000000002	0.131	0.0361	0.16899999999999998	0.0289
762	1	Test	1	22890	0.973	0.010609	0.076	0.0144	0.15	0.023716
763	1	Test	1	22920	0.96	0.011025	0.124	0.025281	0.149	0.019044
764	1	Test	1	22950	0.995	0.003721	0.035	0.0043560000000000005	0.0	0.026895999999999996
765	1	Test	1	22980	0.997	0.017689	0.065	0.024649	0.021	0.024964
766	1	Test	1	23010	0.987	0.0144	0.107	0.021315999999999998	0.067	0.021904
767	1	Test	1	23040	0.9940000000000001	0.009409	0.092	0.011025	-0.01	0.021904
768	1	Test	1	23070	0.905	0.079524	0.14800000000000002	0.07344099999999999	-0.04	0.030625
769	1	Test	1	23100	0.9620000000000001	0.022801	0.102	0.018225	0.151	0.044944
770	1	Test	1	23130	0.909	0.000529	0.128	0.002116	0.361	0.002809
771	1	Test	1	23160	0.8240000000000001	0.002209	0.067	0.004096	0.524	0.004489
772	1	Test	1	23190	0.762	0.000144	-0.061	1.6e-05	0.621	0.000169
773	1	Test	1	23220	0.73	0.000144	-0.059000000000000004	9e-06	0.653	0.000144
774	1	Test	1	23250	0.7859999999999999	0.005776	-0.096	0.0017640000000000002	0.5710000000000001	0.013924
775	1	Test	1	23280	0.764	0.000324	-0.122	9e-06	0.613	0.00044100000000000004
776	1	Test	1	23310	0.731	0.000324	-0.12	4e-06	0.649	0.000324
777	1	Test	1	23340	0.711	0.0	-0.11699999999999999	0.0	0.6679999999999999	0.0
778	1	Test	1	23370	0.685	0.000256	-0.11599999999999999	1.6e-05	0.696	0.000225
779	1	Test	1	23400	0.685	0.000676	-0.11800000000000001	0.000169	0.693	0.0008410000000000001
780	1	Test	1	23430	0.6679999999999999	0.006084	-0.036000000000000004	0.009801	0.698	0.015625
781	1	Test	1	23460	0.763	0.017424000000000002	0.124	0.004225	0.55	0.0484
782	1	Test	1	23490	0.615	0.000144	0.13	9e-06	0.7390000000000001	6.4e-05
783	1	Test	1	23520	0.573	0.000676	0.12300000000000001	4.9e-05	0.778	0.000529
784	1	Test	1	23550	0.542	0.0016809999999999998	0.124	0.000324	0.8009999999999999	0.000484
785	1	Test	1	23580	0.461	0.00044100000000000004	0.155	0.000121	0.846	0.000121
786	1	Test	1	23610	0.478	0.000324	0.149	1.6e-05	0.8370000000000001	0.000144
787	1	Test	1	23640	0.48	0.0001	0.149	4e-06	0.8340000000000001	3.6e-05
788	1	Test	1	23670	0.484	0.0009	0.134	8.1e-05	0.836	0.000324
789	1	Test	1	23700	0.441	1e-06	0.133	1e-06	0.856	1e-06
790	1	Test	1	23730	0.43799999999999994	0.000144	0.133	4e-06	0.857	3.6e-05
791	1	Test	1	23760	0.424	4.9e-05	0.131	1.6e-05	0.867	1.6e-05
792	1	Test	1	23790	0.42200000000000004	0.0	0.133	0.0	0.867	0.0
793	1	Test	1	23820	0.42200000000000004	0.0	0.133	0.0	0.867	0.0
794	1	Test	1	23850	0.42200000000000004	0.0	0.133	0.0	0.867	0.0
795	1	Test	1	23880	0.38	3.6e-05	0.11699999999999999	4e-06	0.89	9e-06
796	1	Test	1	23910	0.38299999999999995	0.0	0.11699999999999999	0.0	0.8909999999999999	0.0
797	1	Test	1	23940	0.389	0.000121	0.111	6.4e-05	0.888	2.5e-05
798	1	Test	1	23970	0.379	0.0	0.102	0.0	0.895	0.0
799	1	Test	1	24000	0.379	0.0	0.102	0.0	0.895	0.0
800	1	Test	1	24030	0.379	0.0	0.102	0.0	0.895	0.0
801	1	Test	1	24060	0.5329999999999999	0.0016809999999999998	0.059000000000000004	0.000729	0.816	0.001024
802	1	Test	1	24090	0.5	0.000529	0.068	8.1e-05	0.8370000000000001	0.000169
803	1	Test	1	24120	0.45299999999999996	1.6e-05	0.083	4e-06	0.863	4e-06
804	1	Test	1	24150	0.45299999999999996	0.0	0.08199999999999999	0.0	0.863	0.0
805	1	Test	1	24180	0.45299999999999996	0.0	0.08199999999999999	0.0	0.863	0.0
806	1	Test	1	24210	0.584	0.04	0.157	0.021025	0.68	0.079524
807	1	Test	1	24240	0.599	0.027556	0.11199999999999999	0.0081	0.713	0.0529
808	1	Test	1	24270	0.49200000000000005	0.0	0.094	0.0	0.836	0.0
809	1	Test	1	24300	0.452	0.000625	0.08900000000000001	2.5e-05	0.86	0.000225
810	1	Test	1	24330	0.414	0.0	0.094	0.0	0.879	0.0
811	1	Test	1	24360	0.426	0.000576	0.1	0.000169	0.872	0.000225
812	1	Test	1	24390	0.461	0.003249	0.10099999999999999	0.0017640000000000002	0.8540000000000001	0.002116
813	1	Test	1	24420	0.9329999999999999	0.029241000000000003	0.18100000000000002	0.031329	0.20800000000000002	0.049729
814	1	Test	1	24450	0.963	0.005476	0.159	0.007744	0.165	0.015375999999999999
815	1	Test	1	24480	0.941	0.006241	0.162	0.011236	0.204	0.031684
816	1	Test	1	24510	0.9129999999999999	0.005184	0.27	0.011448999999999999	0.218	0.014161000000000002
817	1	Test	1	24540	0.973	0.0025	0.12300000000000001	0.010609	0.11699999999999999	0.016128999999999998
818	1	Test	1	24570	0.9740000000000001	0.000169	0.092	0.0009609999999999999	0.188	0.002809
819	1	Test	1	24600	0.978	0.000324	0.07400000000000001	0.0017640000000000002	0.18	0.003481
820	1	Test	1	24630	0.985	0.000324	0.061	0.002025	0.14400000000000002	0.007396
821	1	Test	1	24660	0.988	0.002601	0.031	0.002116	-0.196	0.017689
822	1	Test	1	24690	1.004	0.005476	0.039	0.006561	-0.087	0.007921
823	1	Test	1	24720	1.003	0.004225	0.06	0.006889	-0.05	0.011025
824	1	Test	1	24750	0.988	0.005476	0.08199999999999999	0.018225	-0.027999999999999997	0.024025
825	1	Test	1	24780	1.008	1.6e-05	0.046	0.000676	-0.05	0.0004
826	1	Test	1	24810	0.98	0.010201	0.127	0.024336	0.032	0.016128999999999998
827	1	Test	1	24840	1.001	0.007744	0.076	0.008281	0.036000000000000004	0.008464
828	1	Test	1	24870	1.0070000000000001	4.9e-05	0.033	0.001849	0.038	0.0008410000000000001
829	1	Test	1	24900	1.008	0.005184	0.01	0.008836	-0.043	0.008464
830	1	Test	1	24930	0.996	0.0144	0.073	0.015625	0.023	0.019321
831	1	Test	1	24960	0.8490000000000001	0.048841	0.126	0.029929	0.306	0.1296
832	1	Test	1	24990	0.812	0.062001	0.141	0.0225	0.371	0.117649
833	1	Test	1	25020	0.581	0.004096	0.115	0.001849	0.772	0.003721
834	1	Test	1	25050	0.68	0.046225	0.098	0.008836	0.642	0.024025
835	1	Test	1	25080	0.75	0.0625	0.154	0.027225	0.479	0.090601
836	1	Test	1	25110	0.67	0.007396	0.039	0.001369	0.7040000000000001	0.007056000000000001
837	1	Test	1	25140	0.556	0.012544	0.006999999999999999	0.006561	0.792	0.005776
838	1	Test	1	25170	0.5660000000000001	0.006723999999999999	0.036000000000000004	0.002916	0.7909999999999999	0.003481
839	1	Test	1	25200	0.5579999999999999	0.008648999999999999	0.062	0.004225	0.7909999999999999	0.004489
840	1	Test	1	25230	0.59	0.003481	0.046	0.002809	0.775	0.002025
841	1	Test	1	25260	0.662	0.0049	0.02	0.009409	0.706	0.008464
842	1	Test	1	25290	0.614	0.003481	0.006	0.003136	0.759	0.002704
843	1	Test	1	25320	0.63	0.006723999999999999	0.017	0.003025	0.741	0.0064
844	1	Test	1	25350	0.639	0.0043560000000000005	0.037000000000000005	0.0025	0.735	0.0033640000000000002
845	1	Test	1	25380	0.61	0.00044100000000000004	0.049	0.000484	0.763	0.000361
846	1	Test	1	25410	0.645	0.0046240000000000005	0.002	0.0039689999999999994	0.73	0.002809
847	1	Test	1	25440	0.58	0.0033640000000000002	0.037000000000000005	0.0016	0.785	0.001936
848	1	Test	1	25470	0.669	0.016384	-0.018000000000000002	0.0046240000000000005	0.6970000000000001	0.009409
849	1	Test	1	25500	0.233	0.0033640000000000002	0.141	0.000729	0.93	0.000361
850	1	Test	1	25530	0.473	0.0484	0.106	0.0121	0.8009999999999999	0.015375999999999999
851	1	Test	1	25560	0.645	0.0038439999999999998	0.039	0.001444	0.7290000000000001	0.002809
852	1	Test	1	25590	0.44299999999999995	0.01	0.040999999999999995	0.000196	0.861	0.002809
853	1	Test	1	25620	0.496	0.011025	0.011000000000000001	0.002304	0.8320000000000001	0.0064
854	1	Test	1	25650	0.461	0.003481	0.031	0.000529	0.8590000000000001	0.001024
855	1	Test	1	25680	0.41100000000000003	0.007568999999999999	0.024	0.0009	0.878	0.0025
856	1	Test	1	25710	0.462	0.0038439999999999998	0.034	0.001296	0.857	0.001024
857	1	Test	1	25740	0.43	0.0016809999999999998	0.032	6.4e-05	0.875	0.000361
858	1	Test	1	25770	0.38	0.0010890000000000001	0.033	0.00028900000000000003	0.895	0.00028900000000000003
859	1	Test	1	25800	0.445	0.0081	0.037000000000000005	0.0025	0.86	0.0024010000000000004
860	1	Test	1	25830	0.507	0.021904	0.039	0.001849	0.813	0.010609
861	1	Test	1	25860	0.386	0.0016	0.040999999999999995	8.1e-05	0.892	0.00028900000000000003
862	1	Test	1	25890	0.601	0.010609	-0.019	0.002209	0.7609999999999999	0.005184
863	1	Test	1	25920	0.589	0.020449000000000002	0.032	0.002601	0.759	0.009409
864	1	Test	1	25950	0.287	0.002704	0.11900000000000001	0.000729	0.9179999999999999	0.000196
865	1	Test	1	25980	0.42200000000000004	0.033124	0.063	0.005776	0.853	0.005476
866	1	Test	1	26010	0.535	0.007056000000000001	0.055	0.003025	0.8059999999999999	0.0038439999999999998
867	1	Test	1	26040	0.519	0.000324	0.042	4.9e-05	0.8270000000000001	0.000121
868	1	Test	1	26070	0.551	0.006561	0.027999999999999997	0.004761	0.799	0.003025
869	1	Test	1	26100	0.5660000000000001	0.009025	0.039	0.004225	0.7859999999999999	0.0043560000000000005
870	1	Test	1	26130	0.601	0.000324	-0.02	0.00044100000000000004	0.7709999999999999	0.000324
871	1	Test	1	26160	0.583	0.001369	-0.006	0.000576	0.7859999999999999	0.000676
872	1	Test	1	26190	0.601	0.00028900000000000003	0.02	6.4e-05	0.772	0.000196
873	1	Test	1	26220	0.598	0.003721	0.03	0.0016809999999999998	0.77	0.003025
874	1	Test	1	26250	0.639	0.007568999999999999	0.18100000000000002	0.040804	0.674	0.010404
875	1	Test	1	26280	0.892	0.007056000000000001	0.145	0.012544	0.375	0.0121
876	1	Test	1	26310	0.504	0.22944099999999998	0.312	0.038025	0.5660000000000001	0.025281
877	1	Test	1	26340	0.914	0.009025	0.154	0.0064	0.305	0.0169
878	1	Test	1	26370	0.946	0.001296	0.132	0.0017640000000000002	0.24600000000000002	0.011025
879	1	Test	1	26400	0.93	0.001369	0.185	0.0025	0.275	0.0050409999999999995
880	1	Test	1	26430	0.945	0.006889	0.139	0.012996	0.244	0.0169
881	1	Test	1	26460	0.887	0.002809	0.22899999999999998	0.010816	0.336	0.008648999999999999
882	1	Test	1	26490	0.7909999999999999	0.0484	0.134	0.021315999999999998	0.46299999999999997	0.075625
883	1	Test	1	26520	0.667	0.0038439999999999998	0.026000000000000002	0.003721	0.708	0.003249
884	1	Test	1	26550	0.564	0.004489	0.042	0.003721	0.7909999999999999	0.002601
885	1	Test	1	26580	0.501	0.0017640000000000002	0.06	0.0008410000000000001	0.835	0.000729
886	1	Test	1	26610	0.55	0.003481	0.059000000000000004	0.001936	0.8009999999999999	0.002116
887	1	Test	1	26640	0.594	0.013924	0.068	0.004096	0.758	0.008836
888	1	Test	1	26670	0.597	0.008836	0.096	0.0038439999999999998	0.755	0.0050409999999999995
889	1	Test	1	26700	0.633	0.004761	0.067	0.003025	0.735	0.0033640000000000002
890	1	Test	1	26730	0.545	0.002116	0.077	0.001369	0.8059999999999999	0.000729
891	1	Test	1	26760	0.532	0.002916	0.098	0.002304	0.81	0.0011560000000000001
892	1	Test	1	26790	0.612	0.015375999999999999	0.049	0.0043560000000000005	0.743	0.013456000000000001
893	1	Test	1	26820	0.7509999999999999	0.011025	-0.102	0.017424000000000002	0.596	0.023409
894	1	Test	1	26850	0.8909999999999999	0.004096	-0.305	0.0024010000000000004	0.335	0.020449000000000002
895	1	Test	1	26880	0.86	0.004225	-0.292	0.006889	0.402	0.016641
896	1	Test	1	26910	0.527	0.0033640000000000002	0.075	0.0024010000000000004	0.816	0.001936
897	1	Test	1	26940	0.522	0.000529	0.027000000000000003	0.000484	0.8270000000000001	0.000256
898	1	Test	1	26970	0.526	0.002916	0.047	0.0033640000000000002	0.8190000000000001	0.0011560000000000001
899	1	Test	1	27000	0.49	0.0010890000000000001	0.11599999999999999	0.000576	0.835	0.0004
900	1	Test	1	27030	0.5770000000000001	0.0144	0.124	0.001296	0.76	0.013456000000000001
901	1	Test	1	27060	0.843	0.019881	0.13	0.0144	0.434	0.0361
902	1	Test	1	27090	0.953	0.010609	0.147	0.024649	0.2	0.018769
903	1	Test	1	27120	0.924	0.021025	0.136	0.039204	0.214	0.040804
904	1	Test	1	27150	0.9520000000000001	0.007744	0.154	0.013688999999999998	0.192	0.024649
905	1	Test	1	27180	0.991	0.001849	0.057999999999999996	0.007568999999999999	0.115	0.006889
906	1	Test	1	27210	0.988	0.001849	0.09	0.004489	0.096	0.012544
907	1	Test	1	27240	0.9440000000000001	0.011881000000000001	0.163	0.017689	0.163	0.033856
